timestamp,equity,traded,side,trade_return
1563753600000,1.0000000000,0,NONE,0.0000000000
1563753600000,1.0000000000,0,UP,0.0000000000
1563768000000,1.0000000000,0,UP,0.0000000000
1563782400000,1.0000000000,0,DOWN,0.0000000000
1563796800000,1.0000000000,0,UP,0.0000000000
1563811200000,1.0000000000,0,UP,0.0000000000
1563825600000,1.0000000000,0,DOWN,0.0000000000
1563840000000,1.0000000000,0,UP,0.0000000000
1563854400000,1.0000000000,0,DOWN,0.0000000000
1563868800000,1.0000000000,0,UP,0.0000000000
1563883200000,1.0000000000,0,UP,0.0000000000
1563897600000,1.0000000000,0,DOWN,0.0000000000
1563912000000,1.0000000000,0,UP,0.0000000000
1563926400000,1.0000000000,0,UP,0.0000000000
1563940800000,1.0000000000,0,UP,0.0000000000
1563955200000,1.0000000000,0,UP,0.0000000000
1563969600000,1.0000000000,0,DOWN,0.0000000000
1563984000000,1.0000000000,0,UP,0.0000000000
1563998400000,1.0000000000,0,UP,0.0000000000
1564012800000,1.0000000000,0,DOWN,0.0000000000
1564027200000,1.0000000000,0,UP,0.0000000000
1564041600000,1.0000000000,0,UP,0.0000000000
1564056000000,1.0000000000,0,DOWN,0.0000000000
1564070400000,1.0000000000,0,UP,0.0000000000
1564084800000,1.0000000000,0,UP,0.0000000000
1564099200000,1.0000000000,0,UP,0.0000000000
1564113600000,1.0000000000,0,UP,0.0000000000
1564128000000,1.0000000000,0,UP,0.0000000000
1564142400000,1.0000000000,0,DOWN,0.0000000000
1564156800000,1.0000000000,0,UP,0.0000000000
1564171200000,1.0000000000,0,UP,0.0000000000
1564185600000,1.0000000000,0,DOWN,0.0000000000
1564200000000,1.0000000000,0,UP,0.0000000000
1564214400000,1.0000000000,0,UP,0.0000000000
1564228800000,1.0000000000,0,UP,0.0000000000
1564243200000,1.0000000000,0,UP,0.0000000000
1564257600000,1.0000000000,0,DOWN,0.0000000000
1564272000000,1.0000000000,0,UP,0.0000000000
1564286400000,1.0000000000,0,DOWN,0.0000000000
1564300800000,1.0000000000,0,UP,0.0000000000
1564315200000,1.0000000000,0,UP,0.0000000000
1564329600000,1.0000000000,0,UP,0.0000000000
1564344000000,1.0000000000,0,DOWN,0.0000000000
1564358400000,1.0000000000,0,UP,0.0000000000
1564372800000,1.0000000000,0,UP,0.0000000000
1564387200000,1.0000000000,0,UP,0.0000000000
1564401600000,1.0000000000,0,UP,0.0000000000
1564416000000,1.0000000000,0,UP,0.0000000000
1564430400000,1.0000000000,0,UP,0.0000000000
1564444800000,1.0000000000,0,UP,0.0000000000
1564459200000,1.0000000000,0,UP,0.0000000000
1564473600000,1.0000000000,0,UP,0.0000000000
1564488000000,1.0000000000,0,DOWN,0.0000000000
1564502400000,1.0000000000,0,UP,0.0000000000
1564516800000,1.0000000000,0,UP,0.0000000000
1564531200000,1.0000000000,0,DOWN,0.0000000000
1564545600000,1.0000000000,0,UP,0.0000000000
1564560000000,1.0000000000,0,UP,0.0000000000
1564574400000,1.0000000000,0,DOWN,0.0000000000
1564588800000,1.0000000000,0,UP,0.0000000000
1564603200000,1.0000000000,0,UP,0.0000000000
1564617600000,1.0000000000,0,UP,0.0000000000
1564632000000,1.0000000000,0,UP,0.0000000000
1564646400000,1.0000000000,0,UP,0.0000000000
1564660800000,1.0000000000,0,DOWN,0.0000000000
1564675200000,1.0000000000,0,DOWN,0.0000000000
1564689600000,1.0000000000,0,UP,0.0000000000
1564704000000,1.0000000000,0,UP,0.0000000000
1564718400000,1.0000000000,0,DOWN,0.0000000000
1564732800000,1.0000000000,0,UP,0.0000000000
1564747200000,1.0000000000,0,DOWN,0.0000000000
1564761600000,1.0000000000,0,UP,0.0000000000
1564776000000,1.0000000000,0,UP,0.0000000000
1564790400000,1.0000000000,0,DOWN,0.0000000000
1564804800000,1.0000000000,0,UP,0.0000000000
1564819200000,1.0000000000,0,UP,0.0000000000
1564833600000,1.0000000000,0,UP,0.0000000000
1564848000000,1.0000000000,0,UP,0.0000000000
1564862400000,1.0000000000,0,UP,0.0000000000
1564876800000,1.0000000000,0,DOWN,0.0000000000
1564891200000,1.0000000000,0,UP,0.0000000000
1564905600000,1.0000000000,0,UP,0.0000000000
1564920000000,1.0000000000,0,DOWN,0.0000000000
1564934400000,1.0000000000,0,UP,0.0000000000
1564948800000,1.0000000000,0,DOWN,0.0000000000
1564963200000,1.0000000000,0,DOWN,0.0000000000
1564977600000,1.0000000000,0,UP,0.0000000000
1564992000000,1.0000000000,0,UP,0.0000000000
1565006400000,1.0000000000,0,UP,0.0000000000
1565020800000,1.0000000000,0,UP,0.0000000000
1565035200000,1.0000000000,0,UP,0.0000000000
1565049600000,1.0000000000,0,UP,0.0000000000
1565064000000,1.0000000000,0,DOWN,0.0000000000
1565078400000,0.9926070039,1,UP,-0.0073929961
1565092800000,0.9926070039,0,UP,0.0000000000
1565107200000,0.9926070039,0,UP,0.0000000000
1565121600000,0.9926070039,0,UP,0.0000000000
1565136000000,0.9926070039,0,UP,0.0000000000
1565150400000,0.9926070039,0,UP,0.0000000000
1565164800000,0.9926070039,0,DOWN,0.0000000000
1565179200000,0.9926070039,0,DOWN,0.0000000000
1565193600000,0.9926070039,0,UP,0.0000000000
1565208000000,0.9926070039,0,DOWN,0.0000000000
1565222400000,0.9926070039,0,UP,0.0000000000
1565236800000,0.9926070039,0,UP,0.0000000000
1565251200000,0.9926070039,0,UP,0.0000000000
1565265600000,0.9926070039,0,UP,0.0000000000
1565280000000,0.9926070039,0,UP,0.0000000000
1565294400000,0.9926070039,0,DOWN,0.0000000000
1565308800000,0.9926070039,0,UP,0.0000000000
1565323200000,0.9926070039,0,UP,0.0000000000
1565337600000,0.9926070039,0,UP,0.0000000000
1565352000000,0.9926070039,0,UP,0.0000000000
1565366400000,0.9926070039,0,UP,0.0000000000
1565380800000,0.9926070039,0,UP,0.0000000000
1565395200000,0.9926070039,0,UP,0.0000000000
1565409600000,0.9926070039,0,UP,0.0000000000
1565424000000,0.9926070039,0,UP,0.0000000000
1565438400000,0.9926070039,0,UP,0.0000000000
1565452800000,0.9926070039,0,UP,0.0000000000
1565467200000,0.9926070039,0,UP,0.0000000000
1565481600000,0.9926070039,0,DOWN,0.0000000000
1565496000000,0.9926070039,0,UP,0.0000000000
1565510400000,0.9926070039,0,DOWN,0.0000000000
1565524800000,0.9926070039,0,UP,0.0000000000
1565539200000,0.9926070039,0,UP,0.0000000000
1565553600000,0.9926070039,0,DOWN,0.0000000000
1565568000000,0.9926070039,0,UP,0.0000000000
1565582400000,0.9926070039,0,UP,0.0000000000
1565596800000,0.9926070039,0,UP,0.0000000000
1565611200000,0.9926070039,0,DOWN,0.0000000000
1565625600000,0.9926070039,0,UP,0.0000000000
1565640000000,0.9926070039,0,UP,0.0000000000
1565654400000,0.9926070039,0,UP,0.0000000000
1565668800000,0.9926070039,0,DOWN,0.0000000000
1565683200000,0.9926070039,0,UP,0.0000000000
1565697600000,0.9926070039,0,UP,0.0000000000
1565712000000,0.9926070039,0,UP,0.0000000000
1565726400000,0.9926070039,0,UP,0.0000000000
1565740800000,0.9926070039,0,DOWN,0.0000000000
1565755200000,0.9926070039,0,UP,0.0000000000
1565769600000,0.9926070039,0,DOWN,0.0000000000
1565784000000,0.9926070039,0,UP,0.0000000000
1565798400000,0.9926070039,0,UP,0.0000000000
1565812800000,0.9926070039,0,UP,0.0000000000
1565827200000,0.9926070039,0,UP,0.0000000000
1565856000000,0.9926070039,0,DOWN,0.0000000000
1565870400000,0.9926070039,0,DOWN,0.0000000000
1565884800000,0.9926070039,0,UP,0.0000000000
1565899200000,0.9926070039,0,DOWN,0.0000000000
1565913600000,0.9926070039,0,UP,0.0000000000
1565928000000,0.9926070039,0,UP,0.0000000000
1565942400000,0.9926070039,0,DOWN,0.0000000000
1565956800000,0.9926070039,0,DOWN,0.0000000000
1565971200000,0.9926070039,0,UP,0.0000000000
1565985600000,0.9926070039,0,UP,0.0000000000
1566000000000,0.9926070039,0,UP,0.0000000000
1566014400000,0.9926070039,0,UP,0.0000000000
1566028800000,0.9926070039,0,UP,0.0000000000
1566043200000,0.9926070039,0,UP,0.0000000000
1566057600000,0.9926070039,0,UP,0.0000000000
1566072000000,0.9926070039,0,UP,0.0000000000
1566086400000,0.9926070039,0,UP,0.0000000000
1566100800000,0.9926070039,0,UP,0.0000000000
1566115200000,0.9926070039,0,DOWN,0.0000000000
1566129600000,0.9926070039,0,UP,0.0000000000
1566144000000,0.9926070039,0,UP,0.0000000000
1566158400000,0.9926070039,0,UP,0.0000000000
1566172800000,0.9926070039,0,UP,0.0000000000
1566187200000,0.9926070039,0,DOWN,0.0000000000
1566201600000,0.9926070039,0,UP,0.0000000000
1566216000000,0.9926070039,0,UP,0.0000000000
1566230400000,0.9926070039,0,UP,0.0000000000
1566244800000,0.9926070039,0,DOWN,0.0000000000
1566259200000,0.9926070039,0,UP,0.0000000000
1566273600000,0.9926070039,0,UP,0.0000000000
1566288000000,0.9926070039,0,UP,0.0000000000
1566302400000,0.9926070039,0,UP,0.0000000000
1566316800000,0.9926070039,0,UP,0.0000000000
1566331200000,0.9926070039,0,DOWN,0.0000000000
1566345600000,0.9926070039,0,UP,0.0000000000
1566360000000,0.9926070039,0,UP,0.0000000000
1566374400000,0.9926070039,0,UP,0.0000000000
1566388800000,0.9926070039,0,UP,0.0000000000
1566403200000,0.9926070039,0,UP,0.0000000000
1566417600000,0.9926070039,0,UP,0.0000000000
1566432000000,0.9926070039,0,UP,0.0000000000
1566446400000,0.9926070039,0,UP,0.0000000000
1566460800000,0.9926070039,0,UP,0.0000000000
1566475200000,0.9926070039,0,DOWN,0.0000000000
1566489600000,0.9926070039,0,UP,0.0000000000
1566504000000,0.9926070039,0,UP,0.0000000000
1566518400000,0.9926070039,0,UP,0.0000000000
1566532800000,0.9926070039,0,DOWN,0.0000000000
1566547200000,0.9926070039,0,UP,0.0000000000
1566561600000,0.9926070039,0,DOWN,0.0000000000
1566576000000,0.9926070039,0,UP,0.0000000000
1566590400000,0.9926070039,0,UP,0.0000000000
1566604800000,0.9926070039,0,UP,0.0000000000
1566619200000,0.9926070039,0,UP,0.0000000000
1566633600000,0.9926070039,0,UP,0.0000000000
1566648000000,0.9926070039,0,UP,0.0000000000
1566662400000,0.9926070039,0,DOWN,0.0000000000
