timestamp,equity,traded,side,trade_return
1566676800000,0.9926070039,0,DOWN,0.0000000000
1566691200000,0.9926070039,0,UP,0.0000000000
1566705600000,0.9926070039,0,UP,0.0000000000
1566720000000,0.9926070039,0,UP,0.0000000000
1566734400000,0.9926070039,0,DOWN,0.0000000000
1566748800000,0.9926070039,0,UP,0.0000000000
1566763200000,0.9926070039,0,DOWN,0.0000000000
1566777600000,0.9926070039,0,DOWN,0.0000000000
1566792000000,0.9926070039,0,UP,0.0000000000
1566806400000,0.9926070039,0,UP,0.0000000000
1566820800000,0.9926070039,0,UP,0.0000000000
1566835200000,0.9926070039,0,UP,0.0000000000
1566849600000,0.9926070039,0,UP,0.0000000000
1566864000000,0.9926070039,0,UP,0.0000000000
1566878400000,0.9926070039,0,UP,0.0000000000
1566892800000,0.9926070039,0,UP,0.0000000000
1566907200000,0.9926070039,0,DOWN,0.0000000000
1566921600000,0.9926070039,0,UP,0.0000000000
1566936000000,0.9926070039,0,UP,0.0000000000
1566950400000,0.9926070039,0,UP,0.0000000000
1566964800000,0.9926070039,0,DOWN,0.0000000000
1566979200000,0.9926070039,0,UP,0.0000000000
1566993600000,0.9926070039,0,DOWN,0.0000000000
1567008000000,0.9926070039,0,UP,0.0000000000
1567022400000,0.9926070039,0,UP,0.0000000000
1567036800000,0.9926070039,0,UP,0.0000000000
1567051200000,0.9926070039,0,UP,0.0000000000
1567065600000,0.9926070039,0,UP,0.0000000000
1567080000000,0.9926070039,0,DOWN,0.0000000000
1567094400000,0.9926070039,0,UP,0.0000000000
1567108800000,0.9926070039,0,UP,0.0000000000
1567123200000,0.9926070039,0,DOWN,0.0000000000
1567137600000,0.9926070039,0,UP,0.0000000000
1567152000000,0.9926070039,0,DOWN,0.0000000000
1567166400000,0.9926070039,0,UP,0.0000000000
1567180800000,0.9926070039,0,UP,0.0000000000
1567195200000,0.9926070039,0,UP,0.0000000000
1567209600000,0.9926070039,0,UP,0.0000000000
1567224000000,0.9926070039,0,UP,0.0000000000
1567238400000,0.9926070039,0,UP,0.0000000000
1567252800000,0.9926070039,0,UP,0.0000000000
1567267200000,0.9926070039,0,UP,0.0000000000
1567281600000,0.9926070039,0,DOWN,0.0000000000
1567296000000,0.9926070039,0,UP,0.0000000000
1567310400000,0.9926070039,0,UP,0.0000000000
1567324800000,0.9926070039,0,DOWN,0.0000000000
1567339200000,0.9926070039,0,UP,0.0000000000
1567353600000,0.9926070039,0,UP,0.0000000000
1567368000000,0.9926070039,0,DOWN,0.0000000000
1567382400000,0.9926070039,0,UP,0.0000000000
1567396800000,0.9926070039,0,UP,0.0000000000
1567411200000,0.9926070039,0,DOWN,0.0000000000
1567425600000,0.9926070039,0,DOWN,0.0000000000
1567440000000,0.9926070039,0,DOWN,0.0000000000
1567454400000,0.9926070039,0,DOWN,0.0000000000
1567468800000,0.9926070039,0,UP,0.0000000000
1567483200000,0.9926070039,0,UP,0.0000000000
1567497600000,0.9926070039,0,DOWN,0.0000000000
1567512000000,0.9926070039,0,DOWN,0.0000000000
1567526400000,0.9926070039,0,UP,0.0000000000
1567540800000,0.9926070039,0,UP,0.0000000000
1567555200000,0.9926070039,0,UP,0.0000000000
1567569600000,0.9926070039,0,UP,0.0000000000
1567584000000,0.9926070039,0,UP,0.0000000000
1567598400000,0.9926070039,0,UP,0.0000000000
1567612800000,0.9926070039,0,DOWN,0.0000000000
1567627200000,0.9926070039,0,UP,0.0000000000
1567641600000,0.9926070039,0,UP,0.0000000000
1567656000000,0.9926070039,0,UP,0.0000000000
1567670400000,0.9926070039,0,DOWN,0.0000000000
1567684800000,0.9926070039,0,UP,0.0000000000
1567699200000,0.9926070039,0,DOWN,0.0000000000
1567713600000,0.9926070039,0,UP,0.0000000000
1567728000000,0.9926070039,0,DOWN,0.0000000000
1567742400000,0.9926070039,0,DOWN,0.0000000000
1567756800000,0.9926070039,0,DOWN,0.0000000000
1567771200000,0.9926070039,0,UP,0.0000000000
1567785600000,0.9926070039,0,UP,0.0000000000
1567800000000,0.9926070039,0,UP,0.0000000000
1567814400000,0.9926070039,0,UP,0.0000000000
1567828800000,0.9926070039,0,UP,0.0000000000
1567843200000,0.9926070039,0,DOWN,0.0000000000
1567857600000,0.9926070039,0,UP,0.0000000000
1567872000000,0.9926070039,0,DOWN,0.0000000000
1567886400000,0.9926070039,0,UP,0.0000000000
1567900800000,0.9926070039,0,DOWN,0.0000000000
1567915200000,0.9926070039,0,UP,0.0000000000
1567929600000,0.9926070039,0,DOWN,0.0000000000
1567944000000,0.9926070039,0,UP,0.0000000000
1567958400000,0.9926070039,0,UP,0.0000000000
1567972800000,0.9926070039,0,UP,0.0000000000
1567987200000,0.9926070039,0,UP,0.0000000000
1568001600000,0.9926070039,0,DOWN,0.0000000000
1568016000000,0.9926070039,0,DOWN,0.0000000000
1568030400000,0.9926070039,0,UP,0.0000000000
1568044800000,0.9926070039,0,UP,0.0000000000
1568059200000,0.9926070039,0,UP,0.0000000000
1568073600000,0.9926070039,0,UP,0.0000000000
1568088000000,0.9926070039,0,UP,0.0000000000
1568102400000,0.9926070039,0,UP,0.0000000000
1568116800000,0.9926070039,0,UP,0.0000000000
1568131200000,0.9926070039,0,UP,0.0000000000
1568145600000,0.9926070039,0,UP,0.0000000000
1568160000000,0.9926070039,0,UP,0.0000000000
1568174400000,0.9926070039,0,DOWN,0.0000000000
1568188800000,0.9926070039,0,UP,0.0000000000
1568203200000,0.9926070039,0,UP,0.0000000000
1568217600000,0.9926070039,0,DOWN,0.0000000000
1568232000000,0.9926070039,0,UP,0.0000000000
1568246400000,0.9926070039,0,UP,0.0000000000
1568260800000,0.9926070039,0,UP,0.0000000000
1568275200000,0.9926070039,0,DOWN,0.0000000000
1568289600000,0.9926070039,0,DOWN,0.0000000000
1568304000000,0.9926070039,0,UP,0.0000000000
1568318400000,0.9926070039,0,DOWN,0.0000000000
1568332800000,0.9926070039,0,UP,0.0000000000
1568347200000,0.9926070039,0,DOWN,0.0000000000
1568361600000,0.9926070039,0,UP,0.0000000000
1568376000000,0.9926070039,0,UP,0.0000000000
1568390400000,0.9926070039,0,UP,0.0000000000
1568404800000,0.9926070039,0,DOWN,0.0000000000
1568419200000,0.9926070039,0,UP,0.0000000000
1568433600000,0.9926070039,0,UP,0.0000000000
1568448000000,0.9926070039,0,UP,0.0000000000
1568462400000,0.9926070039,0,DOWN,0.0000000000
1568476800000,0.9926070039,0,UP,0.0000000000
1568491200000,0.9926070039,0,UP,0.0000000000
1568505600000,0.9926070039,0,UP,0.0000000000
1568520000000,0.9926070039,0,UP,0.0000000000
1568534400000,0.9926070039,0,UP,0.0000000000
1568548800000,0.9926070039,0,DOWN,0.0000000000
1568563200000,0.9926070039,0,UP,0.0000000000
1568577600000,0.9926070039,0,UP,0.0000000000
1568592000000,0.9926070039,0,DOWN,0.0000000000
1568606400000,0.9926070039,0,UP,0.0000000000
1568620800000,0.9926070039,0,UP,0.0000000000
1568635200000,0.9926070039,0,DOWN,0.0000000000
1568649600000,0.9926070039,0,UP,0.0000000000
1568664000000,0.9926070039,0,DOWN,0.0000000000
1568678400000,0.9926070039,0,UP,0.0000000000
1568692800000,0.9926070039,0,UP,0.0000000000
1568707200000,0.9926070039,0,UP,0.0000000000
1568721600000,0.9926070039,0,DOWN,0.0000000000
1568736000000,0.9926070039,0,UP,0.0000000000
1568750400000,0.9926070039,0,UP,0.0000000000
1568764800000,0.9926070039,0,UP,0.0000000000
1568779200000,0.9926070039,0,UP,0.0000000000
1568793600000,0.9926070039,0,UP,0.0000000000
1568808000000,0.9926070039,0,DOWN,0.0000000000
1568822400000,0.9926070039,0,UP,0.0000000000
1568836800000,0.9926070039,0,UP,0.0000000000
1568851200000,0.9926070039,0,DOWN,0.0000000000
1568865600000,0.9926070039,0,UP,0.0000000000
1568880000000,0.9926070039,0,UP,0.0000000000
1568894400000,0.9926070039,0,UP,0.0000000000
1568908800000,0.9926070039,0,DOWN,0.0000000000
1568923200000,0.9926070039,0,DOWN,0.0000000000
1568937600000,0.9926070039,0,UP,0.0000000000
1568952000000,0.9926070039,0,UP,0.0000000000
1568966400000,0.9926070039,0,UP,0.0000000000
1568980800000,0.9926070039,0,DOWN,0.0000000000
1568995200000,0.9926070039,0,UP,0.0000000000
1569009600000,0.9926070039,0,UP,0.0000000000
1569024000000,0.9926070039,0,UP,0.0000000000
1569038400000,0.9926070039,0,DOWN,0.0000000000
1569052800000,0.9926070039,0,UP,0.0000000000
1569067200000,0.9926070039,0,UP,0.0000000000
1569081600000,0.9926070039,0,UP,0.0000000000
1569096000000,0.9926070039,0,UP,0.0000000000
1569110400000,0.9926070039,0,UP,0.0000000000
1569124800000,0.9926070039,0,DOWN,0.0000000000
1569139200000,0.9926070039,0,UP,0.0000000000
1569153600000,0.9926070039,0,UP,0.0000000000
1569168000000,0.9926070039,0,DOWN,0.0000000000
1569182400000,0.9926070039,0,UP,0.0000000000
1569196800000,0.9926070039,0,UP,0.0000000000
1569211200000,0.9926070039,0,UP,0.0000000000
1569225600000,0.9926070039,0,UP,0.0000000000
1569240000000,0.9926070039,0,DOWN,0.0000000000
1569254400000,0.9926070039,0,UP,0.0000000000
1569268800000,0.9926070039,0,DOWN,0.0000000000
1569283200000,0.9926070039,0,UP,0.0000000000
1569297600000,0.9926070039,0,UP,0.0000000000
1569312000000,0.9926070039,0,DOWN,0.0000000000
1569326400000,0.9926070039,0,DOWN,0.0000000000
1569340800000,1.0066834353,1,UP,0.0141812734
1569355200000,0.9972882915,1,DOWN,-0.0093327688
1569369600000,0.9972882915,0,UP,0.0000000000
1569384000000,0.9972882915,0,UP,0.0000000000
1569398400000,0.9972882915,0,DOWN,0.0000000000
1569412800000,0.9972882915,0,DOWN,0.0000000000
1569427200000,0.9972882915,0,UP,0.0000000000
1569441600000,0.9972882915,0,DOWN,0.0000000000
1569456000000,0.9972882915,0,UP,0.0000000000
1569470400000,0.9972882915,0,UP,0.0000000000
1569484800000,0.9972882915,0,UP,0.0000000000
1569499200000,0.9972882915,0,UP,0.0000000000
1569513600000,0.9972882915,0,DOWN,0.0000000000
1569528000000,0.9972882915,0,UP,0.0000000000
1569542400000,0.9972882915,0,UP,0.0000000000
1569556800000,0.9972882915,0,UP,0.0000000000
1569571200000,0.9972882915,0,UP,0.0000000000
1569585600000,0.9972882915,0,UP,0.0000000000
1569600000000,0.9972882915,0,UP,0.0000000000
1569614400000,0.9972882915,0,DOWN,0.0000000000
1569628800000,0.9972882915,0,UP,0.0000000000
1569643200000,0.9972882915,0,UP,0.0000000000
1569657600000,0.9972882915,0,UP,0.0000000000
1569672000000,0.9972882915,0,UP,0.0000000000
1569686400000,0.9972882915,0,UP,0.0000000000
1569700800000,0.9972882915,0,DOWN,0.0000000000
1569715200000,0.9972882915,0,UP,0.0000000000
1569729600000,0.9972882915,0,UP,0.0000000000
1569744000000,0.9972882915,0,UP,0.0000000000
1569758400000,0.9972882915,0,UP,0.0000000000
1569772800000,0.9972882915,0,UP,0.0000000000
1569787200000,0.9972882915,0,DOWN,0.0000000000
1569801600000,0.9972882915,0,UP,0.0000000000
1569816000000,0.9972882915,0,DOWN,0.0000000000
1569830400000,0.9972882915,0,DOWN,0.0000000000
1569844800000,0.9972882915,0,DOWN,0.0000000000
1569859200000,0.9972882915,0,UP,0.0000000000
1569873600000,0.9972882915,0,UP,0.0000000000
1569888000000,0.9972882915,0,DOWN,0.0000000000
1569902400000,0.9972882915,0,UP,0.0000000000
1569916800000,0.9972882915,0,UP,0.0000000000
1569931200000,0.9972882915,0,UP,0.0000000000
1569945600000,0.9972882915,0,UP,0.0000000000
1569960000000,0.9972882915,0,UP,0.0000000000
1569974400000,0.9972882915,0,UP,0.0000000000
1569988800000,0.9972882915,0,DOWN,0.0000000000
1570003200000,0.9972882915,0,UP,0.0000000000
1570017600000,0.9972882915,0,UP,0.0000000000
1570032000000,0.9972882915,0,UP,0.0000000000
1570046400000,0.9972882915,0,DOWN,0.0000000000
1570060800000,0.9972882915,0,UP,0.0000000000
1570075200000,0.9972882915,0,UP,0.0000000000
1570089600000,0.9972882915,0,UP,0.0000000000
1570104000000,0.9972882915,0,UP,0.0000000000
1570118400000,0.9972882915,0,UP,0.0000000000
1570132800000,0.9972882915,0,UP,0.0000000000
1570147200000,0.9972882915,0,UP,0.0000000000
1570161600000,0.9972882915,0,UP,0.0000000000
1570176000000,0.9972882915,0,UP,0.0000000000
1570190400000,0.9972882915,0,UP,0.0000000000
1570204800000,0.9972882915,0,UP,0.0000000000
1570219200000,0.9972882915,0,UP,0.0000000000
1570233600000,0.9972882915,0,UP,0.0000000000
1570248000000,0.9972882915,0,UP,0.0000000000
1570262400000,0.9972882915,0,DOWN,0.0000000000
1570276800000,0.9972882915,0,DOWN,0.0000000000
1570291200000,0.9972882915,0,UP,0.0000000000
1570305600000,0.9972882915,0,DOWN,0.0000000000
1570320000000,0.9972882915,0,UP,0.0000000000
1570334400000,0.9972882915,0,UP,0.0000000000
1570348800000,0.9972882915,0,UP,0.0000000000
1570363200000,0.9972882915,0,DOWN,0.0000000000
1570377600000,0.9972882915,0,UP,0.0000000000
1570392000000,0.9972882915,0,UP,0.0000000000
1570406400000,0.9972882915,0,DOWN,0.0000000000
1570420800000,0.9972882915,0,UP,0.0000000000
1570435200000,0.9972882915,0,DOWN,0.0000000000
1570449600000,0.9972882915,0,DOWN,0.0000000000
1570464000000,0.9972882915,0,UP,0.0000000000
1570478400000,0.9972882915,0,UP,0.0000000000
1570492800000,0.9972882915,0,DOWN,0.0000000000
1570507200000,0.9972882915,0,UP,0.0000000000
1570521600000,0.9972882915,0,UP,0.0000000000
1570536000000,0.9972882915,0,UP,0.0000000000
1570550400000,0.9972882915,0,UP,0.0000000000
1570564800000,0.9972882915,0,UP,0.0000000000
1570579200000,0.9972882915,0,UP,0.0000000000
1570593600000,0.9972882915,0,DOWN,0.0000000000
1570608000000,0.9972882915,0,DOWN,0.0000000000
1570622400000,0.9972882915,0,DOWN,0.0000000000
1570636800000,0.9972882915,0,UP,0.0000000000
1570651200000,0.9972882915,0,UP,0.0000000000
1570665600000,0.9972882915,0,UP,0.0000000000
1570680000000,0.9972882915,0,UP,0.0000000000
1570694400000,0.9972882915,0,UP,0.0000000000
1570708800000,0.9972882915,0,UP,0.0000000000
1570723200000,0.9972882915,0,UP,0.0000000000
1570737600000,0.9972882915,0,UP,0.0000000000
1570752000000,0.9972882915,0,UP,0.0000000000
1570766400000,0.9972882915,0,DOWN,0.0000000000
1570780800000,0.9972882915,0,UP,0.0000000000
1570795200000,0.9972882915,0,UP,0.0000000000
1570809600000,0.9972882915,0,UP,0.0000000000
1570824000000,0.9972882915,0,UP,0.0000000000
1570838400000,0.9972882915,0,UP,0.0000000000
1570852800000,0.9972882915,0,UP,0.0000000000
1570867200000,0.9972882915,0,UP,0.0000000000
1570881600000,0.9972882915,0,UP,0.0000000000
1570896000000,0.9972882915,0,UP,0.0000000000
1570910400000,0.9972882915,0,UP,0.0000000000
1570924800000,0.9972882915,0,DOWN,0.0000000000
1570939200000,0.9972882915,0,UP,0.0000000000
1570953600000,0.9972882915,0,DOWN,0.0000000000
1570968000000,0.9972882915,0,DOWN,0.0000000000
1570982400000,0.9972882915,0,UP,0.0000000000
1570996800000,0.9972882915,0,UP,0.0000000000
1571011200000,0.9972882915,0,UP,0.0000000000
1571025600000,0.9972882915,0,DOWN,0.0000000000
1571040000000,0.9972882915,0,UP,0.0000000000
1571054400000,0.9972882915,0,UP,0.0000000000
1571068800000,0.9972882915,0,DOWN,0.0000000000
1571083200000,0.9972882915,0,UP,0.0000000000
1571097600000,0.9972882915,0,UP,0.0000000000
1571112000000,0.9972882915,0,UP,0.0000000000
1571126400000,0.9972882915,0,UP,0.0000000000
1571140800000,0.9972882915,0,DOWN,0.0000000000
1571155200000,0.9972882915,0,UP,0.0000000000
1571169600000,0.9972882915,0,UP,0.0000000000
1571184000000,0.9972882915,0,DOWN,0.0000000000
1571198400000,0.9972882915,0,UP,0.0000000000
1571212800000,0.9972882915,0,DOWN,0.0000000000
1571227200000,0.9972882915,0,UP,0.0000000000
1571241600000,0.9972882915,0,UP,0.0000000000
1571256000000,0.9972882915,0,UP,0.0000000000
1571270400000,0.9972882915,0,UP,0.0000000000
1571284800000,0.9972882915,0,DOWN,0.0000000000
1571299200000,0.9972882915,0,DOWN,0.0000000000
1571313600000,0.9972882915,0,UP,0.0000000000
1571328000000,0.9972882915,0,UP,0.0000000000
1571342400000,0.9972882915,0,UP,0.0000000000
1571356800000,0.9972882915,0,UP,0.0000000000
1571371200000,0.9972882915,0,DOWN,0.0000000000
1571385600000,0.9972882915,0,UP,0.0000000000
1571400000000,0.9972882915,0,UP,0.0000000000
1571414400000,0.9972882915,0,UP,0.0000000000
1571428800000,0.9972882915,0,UP,0.0000000000
1571443200000,0.9972882915,0,DOWN,0.0000000000
1571457600000,0.9972882915,0,UP,0.0000000000
1571472000000,0.9972882915,0,DOWN,0.0000000000
1571486400000,0.9972882915,0,DOWN,0.0000000000
1571500800000,0.9972882915,0,UP,0.0000000000
1571515200000,0.9972882915,0,UP,0.0000000000
1571529600000,0.9972882915,0,UP,0.0000000000
1571544000000,0.9972882915,0,UP,0.0000000000
1571558400000,0.9972882915,0,DOWN,0.0000000000
1571572800000,0.9972882915,0,DOWN,0.0000000000
1571587200000,0.9972882915,0,DOWN,0.0000000000
1571601600000,0.9972882915,0,UP,0.0000000000
